mukey,aws025wta,aws050wta,aws0100wta,aws0150wta,hydgrpdcd
57184,3.25,6.21,10.91,15.82,B
57185,2.77,5.23,10.22,15.07,C
57186,2.45,3.55,3.55,3.55,D
57187,3.4,7.11,14.68,23.32,C
57188,3.32,6.15,10.53,14.9,D
57189,3.45,7.2,14.7,22.2,
57190,3.15,6.74,13.91,20.98,B
57191,2.57,3.74,3.74,3.74,D
57192,4.61,9.05,17.92,26.66,C
57193,1.03,1.73,3.2,4.47,D
57195,2.69,4.96,8.3,10.87,C
57196,2.62,5.41,10.16,14.86,B
57197,1.61,3.44,7.17,10.89,A
57198,1.93,3.87,8.36,13.47,A
57199,3.22,5.8,6.17,6.46,D
57200,3.51,6.62,11.51,16.3,B
57201,2.17,3.61,6.54,8.49,C
57202,2.03,3.73,5.59,6.76,D
57203,2.38,5.23,9.6,10.08,B
57204,3.76,7.41,14.71,22.01,B
57205,1.56,3.01,5.89,8.26,B
57206,1.37,2.3,3.45,4.42,D
57207,3.1,5.96,7.32,8.52,D
57208,2.16,3.3,3.43,3.43,D
57209,3.14,6.43,10.33,13.98,C
57210,,,,,
57211,3.37,6.61,12.55,19.69,C
57213,3.49,7.02,13.39,19.33,B
57214,3.17,6.38,12.94,19.65,B
57215,2.57,5.15,10.29,15.44,A
57216,2.11,3.83,5.5,5.8,D
57217,2.88,3.18,3.18,3.18,D
57218,2.23,4.01,8.36,13.36,A
57219,3.49,7.15,14.47,20.87,B
57220,0.27,0.27,0.27,0.27,
57221,1.28,1.28,1.28,1.28,
57222,4.7,8.45,16.07,19.57,C
57223,2.96,6.19,10.69,17.59,C
57224,3.23,5.04,8.28,11.89,A
57225,1.01,1.79,3.54,5.1,
57226,2.8,5.42,9.18,12.92,C
57228,3.24,6.79,12.67,17.46,C
57229,4.15,7.65,14.65,21.65,C
57230,3.47,6.75,10.01,13.24,D
57231,4.22,7.55,13.44,19.32,C
57232,3.42,6.07,8.67,8.67,C
57233,4.8,9.39,18.73,26.61,B
57234,4.49,8.72,16.64,24.7,D
57235,4.2,8.15,15.91,23.57,D
57236,4.53,8.57,16.76,25.35,C
57237,2.68,3.73,3.73,3.73,D
57238,,,,,
57239,,,,,
57240,3.73,5.98,14.44,20.2,C
57241,3.4,6.9,9.58,9.76,B
57242,2.8,5.13,7.44,10.82,D
57243,3.53,4.95,4.95,4.95,
57244,4.45,8.87,13.83,18.83,C
57245,3.75,7.75,14.07,20.55,C
57246,3.35,5.96,8.28,8.28,C
57247,3.68,7.21,14.27,21.55,C
57248,3.6,7.35,14.85,22.85,B
57249,4.85,9.85,19.85,28.47,C
57250,3.46,7.57,14.51,20.51,C
57251,2.5,5.0,10.0,15.0,A
57252,4.05,6.57,7.43,7.43,D
57253,3.34,6.97,13.31,20.21,B
57254,4.0,7.8,15.3,22.8,D
57255,4.26,8.63,13.19,13.19,C
57256,3.75,7.5,15.0,22.5,D
57257,3.32,7.31,15.7,23.41,C
57258,4.88,9.88,19.04,27.54,C
57259,3.48,7.23,8.88,8.88,
57261,1.65,1.65,1.65,1.65,
57262,2.72,5.28,11.2,18.24,A
57263,2.5,5.0,10.0,15.0,A
57264,4.85,8.75,16.25,23.75,C
57265,3.14,3.14,3.14,3.14,D
57266,3.07,5.7,9.7,13.7,D
57267,4.4,8.81,16.61,24.11,C
57268,3.93,7.68,10.53,10.53,D
57269,3.5,5.32,5.32,5.32,D
57270,3.25,3.25,3.25,3.25,D
57271,3.3,5.25,6.23,6.23,D
57272,3.36,6.45,8.03,8.03,C
57273,3.64,7.14,8.68,8.68,C
57274,3.43,6.6,10.2,13.81,D
57275,3.52,7.27,14.33,21.33,C
57276,4.74,8.85,13.95,13.95,C
57277,3.62,5.75,8.75,11.75,D
57278,5.0,10.0,20.0,30.0,C
57279,3.29,6.02,7.69,7.69,C
57280,3.97,6.77,10.14,10.14,D
57281,3.1,4.7,4.7,4.7,D
57282,3.68,5.92,7.08,7.08,D
57283,5.0,9.49,19.25,29.16,C/D
57284,2.32,4.33,7.07,7.07,D
57285,2.63,4.63,6.14,6.14,B
57286,3.9,7.65,15.15,21.15,D
57287,3.08,6.33,11.31,14.39,D
57288,3.98,7.85,16.31,23.21,C
57289,2.76,5.11,6.34,6.34,
57290,3.78,7.53,15.03,22.53,D
57291,3.31,6.95,13.96,20.96,B
57292,3.08,5.69,11.67,17.76,C
57293,1.2,1.2,1.2,1.2,
57294,3.93,7.02,7.02,7.02,D
57295,2.16,4.71,6.09,6.09,D
57296,4.93,9.84,19.66,29.48,C
57297,4.15,7.9,15.4,22.9,D
57298,3.45,5.47,7.2,7.2,D
57299,3.15,6.29,11.88,11.88,D
57300,2.56,5.0,8.08,9.89,C
57301,3.72,7.77,16.43,22.96,C
57302,3.55,7.05,14.05,21.05,D
57303,5.0,9.55,17.05,24.55,C
57304,4.07,6.82,12.68,20.18,C
57305,5.0,10.0,18.7,28.7,C
57306,2.47,4.1,9.27,14.27,A
57307,2.5,7.0,17.0,22.7,B
57308,3.8,7.3,14.3,21.3,D
57309,5.0,9.0,18.56,26.41,C
57310,3.27,6.02,11.78,15.86,C
57311,4.0,8.09,15.78,23.28,C
57312,3.85,7.6,13.98,17.2,D
57313,4.52,8.96,14.96,18.34,C
57314,4.19,8.48,16.67,23.88,B
57315,3.37,6.75,13.58,20.65,B
57316,3.0,6.0,10.5,16.5,A
57317,1.65,2.15,3.15,4.15,A
57318,3.34,7.13,12.19,16.08,C
57319,3.75,7.5,15.0,23.4,B
57320,3.49,7.56,14.34,19.32,B
57321,1.19,2.3,4.52,6.75,
57322,3.65,7.4,16.2,26.2,C
57323,4.19,7.23,12.51,15.24,C
57324,3.38,5.9,5.9,5.9,D
57325,,,,,
57326,3.99,6.74,7.81,7.81,D
57327,1.94,2.51,2.53,2.53,
57328,4.34,9.34,19.34,29.34,C
57329,4.25,8.41,15.37,20.37,C
57330,4.39,8.69,17.28,26.16,C
57331,3.21,3.62,3.62,3.62,D
57332,4.17,5.17,5.17,5.17,
57333,,,,,
57334,3.96,7.28,11.49,11.86,D
57335,2.68,5.07,8.0,9.11,B
57336,4.05,6.35,10.16,13.71,C
57337,4.07,7.87,14.74,21.59,C
57338,2.9,5.6,9.46,10.91,D
57339,3.85,6.55,9.39,10.71,C
57340,1.65,2.99,5.7,6.0,A
57341,2.91,5.04,9.29,13.54,
57342,2.28,5.12,10.55,14.74,A
57343,3.61,6.37,9.55,11.73,D
57344,2.95,6.0,10.31,10.93,B
57346,3.46,5.91,7.42,7.8,D
57347,1.96,3.86,7.5,10.85,A
57348,2.22,2.45,2.64,2.65,D
57349,3.37,5.51,7.5,7.79,D
57350,2.67,5.8,11.83,17.05,C
57351,1.99,3.93,7.29,10.05,A
57352,2.53,4.47,6.53,8.57,D
57353,1.2,2.36,4.69,6.99,A
57354,1.7,2.26,2.84,3.41,D
57355,3.2,5.92,10.76,15.41,B
57356,3.01,5.94,9.49,16.02,B
57357,2.85,5.12,9.67,14.18,C
57358,2.64,4.77,8.97,13.17,D
57359,2.18,5.5,12.65,19.76,C
57360,2.66,4.83,9.26,13.73,B
57361,3.5,6.0,9.65,11.83,D
57362,3.03,6.15,11.75,17.15,D
57363,3.46,7.19,14.51,21.79,A
57364,3.85,7.7,15.41,23.14,C
57365,4.26,7.28,13.23,19.18,D
57366,2.4,4.8,7.11,7.52,D
57367,2.68,4.86,9.39,13.96,C
57369,2.01,4.11,9.64,15.14,C
57370,3.46,6.92,13.54,19.02,B
57371,4.64,8.37,15.29,22.26,C
57372,3.12,5.92,11.31,15.71,A
57373,3.13,6.55,12.33,17.16,B
57374,3.4,6.36,8.48,8.93,D
57375,3.33,5.43,8.8,10.63,C
57377,4.0,8.09,15.99,23.73,B
57378,2.1,4.25,8.25,12.25,A
57379,3.02,6.37,12.82,15.75,A
57380,3.96,7.89,14.86,21.31,B
57381,2.98,5.38,7.5,8.32,C
57382,3.06,5.21,8.27,11.09,C
57383,2.78,5.06,7.19,8.1,D
57384,2.49,4.9,9.12,10.99,C
57385,3.58,7.04,13.89,21.13,B
57386,1.64,3.43,7.0,10.58,A
57388,1.47,3.05,5.86,8.27,
57389,4.72,9.07,14.6,16.5,C
57390,3.71,7.67,14.59,17.21,B
57391,2.57,3.26,4.32,4.79,D
57392,2.26,3.62,5.22,5.48,D
57393,3.65,7.07,12.89,16.82,B
57394,3.78,7.51,14.73,17.91,B
57395,2.03,2.88,4.15,5.09,D
57396,2.4,4.43,7.18,9.72,A
57397,2.5,4.67,7.71,10.69,A
57398,2.91,6.11,10.72,13.87,D
57399,3.07,5.24,8.56,10.67,C
57400,1.97,2.54,3.4,4.26,
57401,2.94,5.54,9.96,14.46,B
57402,3.7,6.83,6.97,7.11,D
57403,3.75,7.61,15.27,22.54,B
57404,3.07,6.53,11.45,14.86,B
57405,2.13,4.15,8.18,12.2,A
57406,1.32,2.44,4.65,6.87,A
57407,2.73,5.35,9.96,14.21,B
57408,3.25,5.31,5.7,5.99,D
57409,4.51,8.81,17.23,25.56,C
57410,3.01,6.38,11.54,12.67,C
57411,3.59,7.06,10.35,10.9,C
57412,4.03,8.11,14.63,19.15,B
57413,2.49,2.99,3.51,3.51,D
57414,2.71,5.39,7.09,7.41,C
57415,2.42,4.44,6.55,7.61,C
57416,3.5,7.17,14.04,20.68,B
57417,2.5,3.07,3.95,4.49,
57418,3.33,6.83,12.94,18.15,B
57419,3.43,3.8,4.45,4.9,D
57420,3.84,7.58,14.36,15.6,B
57421,3.79,7.57,15.12,21.86,B
57422,4.44,6.89,7.5,8.1,D
57423,3.98,6.37,6.75,7.12,D
57424,2.6,4.48,5.74,6.17,D
57425,3.21,5.86,8.55,10.0,D
57426,1.99,4.22,8.31,12.34,B
57427,2.55,4.2,4.76,5.32,D
57428,4.11,8.49,16.93,25.25,B
57429,3.33,6.68,8.6,10.8,D
57430,3.85,7.98,15.93,23.45,B
57431,1.65,3.16,6.19,9.21,B
57432,2.57,6.23,13.46,20.66,A
57433,2.78,3.52,3.75,3.75,D
57434,2.84,4.9,7.57,7.95,D
57435,2.75,5.15,8.37,11.56,C
57436,3.23,6.87,9.97,12.14,B
57437,2.16,4.33,8.73,13.13,A
57438,3.44,4.92,5.12,5.36,D
57439,2.16,4.15,7.99,11.59,A
57440,2.56,5.12,10.65,17.5,A
57441,3.15,6.68,14.31,22.04,B
57442,4.07,7.67,14.16,20.47,C
57443,2.37,5.09,11.19,13.09,A
57444,2.24,4.55,9.9,16.23,A
57445,2.37,3.67,4.8,4.9,D
57446,2.86,5.97,9.93,11.33,A
57447,2.8,6.36,13.54,20.96,A
57448,2.19,4.3,8.38,12.81,A
57449,2.2,4.67,9.6,14.52,A
57450,1.52,2.54,3.14,3.46,
57451,1.63,3.5,6.35,7.97,A
57452,2.66,4.72,4.92,5.12,D
57453,2.3,4.12,7.57,10.04,C
57454,4.37,8.63,17.42,26.33,D
57455,1.93,2.93,4.93,6.93,
57456,1.79,3.38,6.23,6.8,A
57457,3.7,7.38,14.19,19.3,C
57458,3.36,6.92,13.55,18.97,B
57459,3.3,6.77,13.43,19.75,B
57460,3.72,7.93,16.02,23.64,B
57461,2.84,5.68,11.38,17.06,B
57462,1.44,2.85,6.6,10.5,B
57463,1.38,2.83,6.31,10.11,B
57464,3.08,6.25,13.14,20.35,C
57465,2.25,4.43,9.17,14.25,B
57466,3.64,7.6,15.08,22.12,C
57467,2.22,4.22,6.96,8.34,C
57468,2.46,4.54,7.9,10.7,D
57469,3.37,5.84,7.02,8.04,D
57470,3.88,5.78,9.22,12.63,D
57471,2.45,4.98,10.34,15.57,A
57472,3.71,7.15,11.96,15.4,D
57473,2.15,4.71,9.21,12.78,B
57474,3.23,5.23,7.71,8.63,D
57475,2.97,5.59,9.61,12.71,B
57476,,,,,
57477,4.04,8.07,12.42,14.1,C
57478,4.0,7.49,14.21,20.28,D
57479,4.26,8.06,15.66,23.25,D
57480,4.15,8.34,16.63,24.92,C
57481,3.94,7.44,9.15,10.39,D
57482,4.23,8.33,16.53,24.73,D
57483,4.51,9.02,17.97,26.98,D
57484,3.63,4.31,5.64,7.02,D
57485,3.86,6.75,11.77,15.99,B
57486,2.61,5.24,10.23,15.44,A
57487,3.93,7.98,15.7,22.61,C
57488,4.44,6.06,9.01,11.96,
57489,3.58,5.42,7.56,9.52,D
57490,3.22,6.14,11.96,17.65,B
57491,3.54,5.38,6.25,6.95,D
57492,2.56,5.08,10.05,15.09,D
57493,4.06,7.91,15.18,22.4,C
57494,4.09,7.81,14.83,22.03,C
57495,2.45,2.88,3.2,3.52,D
57496,3.62,7.11,13.85,20.5,C
57497,2.17,4.3,7.08,11.98,C
57498,4.9,5.5,5.5,5.5,
57499,4.43,8.69,16.93,24.79,C
57500,3.63,6.89,13.11,19.52,C
57501,1.1,2.35,4.85,7.35,
57502,,,,,
57503,4.69,9.31,17.76,27.03,C
57504,4.0,7.81,15.18,22.15,B
57505,4.3,8.93,17.79,26.32,C
57506,4.17,7.96,15.54,21.27,C
57507,4.21,8.55,16.4,22.71,C
57508,3.79,7.69,14.73,20.31,B
57509,3.74,7.48,14.95,22.82,C
57510,3.61,3.61,3.61,3.61,
57511,3.85,7.37,12.84,16.99,B
57512,4.66,9.29,17.84,26.39,C/D
57513,1.84,3.77,7.61,10.8,
57514,4.52,9.23,18.09,26.61,C
57515,4.16,8.28,16.14,23.27,C
57516,4.27,6.59,11.0,11.94,D
57517,4.22,8.75,17.77,26.73,C
57518,4.13,8.17,16.97,25.62,D
57519,3.51,6.44,8.27,9.6,D
57520,4.18,8.21,11.45,13.18,D
57521,3.77,7.5,15.41,22.76,C
57522,4.36,8.58,16.46,20.63,D
57523,3.86,6.44,10.48,12.27,D
57524,3.76,7.76,12.84,17.12,D
57525,2.9,5.3,10.03,12.29,A
57526,3.8,6.41,11.61,14.66,C
57527,4.39,8.33,13.07,16.41,D
57528,1.59,3.2,4.94,5.34,B
57529,3.97,8.07,15.28,22.1,B
57530,3.29,5.52,8.54,8.79,D
57531,3.18,5.7,8.13,8.51,D
57532,2.38,4.64,8.59,11.62,C
57533,2.27,3.64,6.21,8.45,A
57534,3.99,8.28,13.97,15.06,C
57535,2.2,4.7,9.64,13.69,C
57536,4.88,6.09,7.49,8.89,D
57543,4.0,8.0,16.0,24.0,B
57544,3.36,7.86,16.86,25.86,B
57545,3.28,7.28,13.58,19.08,B
57546,2.95,6.04,12.39,16.39,C
57547,4.25,8.23,14.95,20.95,C
57548,4.25,8.23,14.95,20.95,C
57549,4.25,8.23,14.95,20.95,C
57550,3.8,5.86,7.58,8.52,D
57551,3.3,6.21,9.6,9.6,D
57552,3.33,5.62,9.16,12.7,
57553,,,,,D
57554,2.39,4.28,6.41,8.55,D
57555,4.31,8.42,14.76,20.45,B
57556,2.47,4.35,6.21,7.74,D
57558,4.0,8.0,15.4,15.4,C
57559,3.77,7.73,11.37,11.37,C
57560,3.77,7.73,11.37,11.37,C
57561,4.69,9.07,14.77,15.27,C
57562,3.46,6.67,9.63,9.63,C
57563,4.04,8.49,14.79,19.02,C
57564,4.0,8.45,13.67,13.67,C
57565,4.0,8.45,13.67,13.67,C
57566,2.87,5.64,8.58,11.52,C
57567,4.75,9.0,17.5,26.0,C
57568,2.89,5.69,8.39,11.08,C
57569,2.86,5.61,8.69,11.77,C
57570,1.57,3.32,6.82,10.32,A
57571,4.39,8.47,16.15,23.71,C
57572,4.38,8.45,16.19,23.74,C
57573,4.75,9.5,19.0,28.5,C
57574,4.4,8.76,13.79,18.82,C
57575,4.75,9.5,19.0,28.5,C/D
57576,2.06,2.54,2.54,2.54,D
57577,1.7,2.58,2.58,2.58,D
57578,3.62,5.8,7.67,9.31,D
57579,4.75,6.84,6.84,6.84,D
57580,3.18,6.41,12.88,18.97,B
57581,4.3,9.05,17.38,25.38,C/D
57582,1.76,3.04,3.04,3.04,D
57583,4.16,8.01,14.97,19.43,C
57584,2.86,4.6,7.6,10.6,A
57585,3.54,6.54,12.54,18.54,
57586,2.0,4.0,8.0,12.0,D
57587,4.14,8.13,13.29,16.88,D
57588,,,,,
57589,4.71,8.34,15.27,17.53,C
57590,2.81,5.56,10.53,15.45,B
57591,2.81,4.62,7.67,10.73,B
57592,2.81,4.6,7.66,10.69,B
57593,4.36,9.36,19.36,27.68,C
57594,3.89,7.7,14.76,21.51,B
57595,4.36,9.36,19.36,27.68,C
57596,4.63,7.71,13.71,19.71,C
57597,3.19,6.37,12.65,18.95,A
57598,3.9,7.9,13.66,13.66,D
57599,4.01,7.92,7.92,7.92,D
57600,4.74,8.49,15.99,17.79,C
57601,3.89,7.53,10.19,12.86,D
57602,4.17,5.37,5.89,6.42,D
57603,3.95,5.21,5.71,6.21,D
57604,4.48,8.38,16.07,20.47,C
57605,4.35,9.35,18.63,27.63,C
57606,4.35,9.35,18.63,27.63,C
57607,4.35,9.35,18.63,27.63,C
57614,4.0,8.0,16.0,24.0,B
57615,4.29,8.56,14.64,19.75,C
57616,4.15,8.78,16.24,21.9,C
57617,3.83,7.48,8.43,8.82,D
57618,4.75,9.25,17.21,24.21,C
57619,4.75,9.25,16.95,23.45,C
57620,4.73,9.11,17.32,23.0,C
57621,4.73,9.11,17.19,22.59,C
57622,4.45,8.82,14.8,20.1,C
57623,,,,,
57624,3.55,6.73,10.34,11.7,B/D
57627,2.8,5.04,5.04,5.04,D
57628,2.64,3.41,3.41,3.41,D
57629,3.33,5.76,7.19,8.6,D
57630,3.75,6.16,10.16,14.16,C
57631,2.65,5.03,8.58,11.72,C
57632,2.04,4.37,8.87,13.37,C
57633,3.29,6.62,13.18,19.74,C
57634,3.64,5.82,7.37,7.37,D
57636,2.86,5.1,8.23,11.2,A/D
57637,1.26,2.69,5.54,8.39,A
57638,4.94,9.21,17.48,25.52,C
57642,2.68,4.81,5.27,5.47,D
57643,4.6,8.7,16.53,24.13,C
57644,4.12,7.46,13.95,19.76,C
57646,3.4,6.37,7.53,8.0,D
57647,2.44,4.19,10.04,16.04,C
57648,4.66,8.96,17.86,26.24,C
57649,5.08,9.83,19.33,28.83,C
57650,4.65,9.54,19.03,27.43,C
57652,4.91,9.64,17.97,23.82,C
57653,4.13,7.36,13.45,17.82,C
57654,3.82,7.82,16.1,25.1,C
57658,3.33,5.58,6.86,8.14,D
57660,2.88,7.63,17.13,26.63,C
57667,4.44,8.95,17.77,27.02,C
57670,4.55,8.83,17.29,25.06,C
57673,4.5,9.0,18.0,27.0,B
57674,4.5,9.0,18.0,27.0,B
57675,3.25,7.6,16.6,25.6,B
57679,4.85,9.85,18.09,26.09,C
57680,4.85,9.85,18.97,27.97,C
57681,4.92,9.84,18.45,26.9,C
57682,4.92,9.84,18.45,26.9,C
57684,1.76,4.06,10.13,16.22,
57685,3.86,7.6,12.74,16.03,D
57686,4.69,9.37,16.74,22.27,C
57688,4.05,8.3,16.8,25.3,C
57689,4.57,8.48,15.62,18.95,C
57690,2.35,3.91,3.91,3.91,D
57691,4.2,8.45,16.95,25.45,B
57692,4.3,8.55,17.05,25.55,C
57693,4.67,8.31,15.29,22.05,C
57694,2.55,4.42,5.14,5.25,D
57695,2.45,3.92,4.05,4.17,D
57696,2.23,4.54,10.63,16.75,C
57697,4.0,8.0,15.84,23.34,B
57698,3.8,6.8,12.8,18.8,C
57699,4.02,8.04,16.11,24.19,D
57700,4.71,8.95,18.37,27.79,C
57701,3.75,7.38,14.38,21.38,C
57702,4.39,8.46,17.38,26.3,C
57703,4.16,8.16,16.51,25.06,C
57704,4.16,8.16,16.51,25.06,C
57705,4.75,9.23,16.31,20.78,D
57706,3.96,7.71,15.65,23.65,B
57707,4.0,8.0,16.0,24.0,B
57709,3.5,5.3,8.14,9.13,C
57713,3.64,5.81,9.68,11.25,C
57714,4.17,7.38,14.62,19.35,C
57715,3.17,6.36,11.67,12.62,C
57716,3.0,6.0,12.0,18.0,A
57717,4.29,8.04,12.16,14.66,C
57718,4.29,8.04,12.16,14.66,C
57722,,,,,A
57723,4.92,9.65,18.04,25.68,C/D
57724,3.53,7.78,12.71,12.71,D
57725,4.43,8.64,16.8,24.85,B
57726,4.52,8.99,15.92,20.08,D
57727,3.44,6.94,13.94,20.94,C
57728,3.55,6.5,11.9,17.29,C
57729,4.04,7.9,10.16,10.98,C
57730,4.25,9.25,16.25,16.25,C
57731,4.25,9.25,16.25,16.25,C
57732,3.8,5.76,9.26,11.38,B
57733,4.24,8.24,16.24,24.24,C
57734,4.08,8.08,16.08,24.08,C
57736,2.02,5.56,12.47,19.08,C
57978,3.75,7.59,15.59,20.03,C
57979,1.5,3.0,7.76,12.76,A
57980,3.1,6.1,9.58,13.1,C
57981,3.69,7.21,14.34,21.13,B
57982,4.33,8.58,15.48,18.98,C
57983,3.77,8.12,15.46,20.24,C
57984,3.53,6.76,14.39,21.04,C
57985,1.67,1.67,1.67,1.67,
57986,4.26,8.3,15.8,23.3,B
57988,4.13,6.2,8.91,8.91,D
57989,3.05,5.67,9.22,11.05,C
57990,3.61,7.25,14.53,21.82,B
57992,4.11,8.22,17.58,26.66,C
57993,3.67,7.93,16.04,24.1,B
57994,2.01,2.01,2.01,2.01,
57995,3.29,5.87,8.48,8.48,C
57996,4.16,8.22,15.76,23.06,B
57997,2.72,5.28,11.2,18.24,A
57998,4.8,9.39,18.73,26.61,B
57999,3.62,7.28,14.58,21.89,B
58000,2.33,4.44,8.18,10.18,A
58001,4.49,5.21,5.21,5.21,D
58002,3.5,7.25,14.75,22.25,B
58003,3.68,7.15,10.66,13.41,B
58004,3.5,7.72,15.29,23.79,C
58005,2.75,5.5,11.0,16.5,A
58008,3.37,6.93,14.07,21.19,B
58009,4.35,8.37,15.99,24.41,C
58010,2.44,4.54,6.69,7.83,A
58011,4.08,7.22,10.94,11.17,C
58012,3.73,6.23,6.83,6.83,
58013,,,,,
58014,2.47,5.28,10.89,17.06,A
58015,1.85,3.88,10.88,17.88,A
58016,3.96,7.28,11.49,11.86,D
58017,2.9,2.98,3.15,3.32,D
58018,1.0,2.0,4.0,6.0,C
58019,3.21,3.21,3.21,3.21,D
58020,3.5,7.0,12.58,20.28,B
58021,3.92,7.88,15.08,19.91,C
58022,3.26,5.82,11.26,15.8,B
58023,4.13,8.33,14.7,17.88,A
58024,3.07,5.39,9.96,14.54,C
58025,5.0,10.0,20.0,30.0,C
58026,1.65,3.5,8.0,12.5,A
58027,3.77,7.37,14.66,22.16,B
58028,3.64,7.5,16.75,24.21,C
58029,5.0,5.6,5.6,5.6,
58030,3.98,7.85,15.98,23.33,D
58031,3.5,7.0,14.0,21.0,A
58032,3.63,6.06,10.91,15.77,B
58034,3.59,7.21,15.01,23.27,A
58035,3.17,4.17,4.17,4.17,D
58036,3.33,6.97,14.05,19.63,B
58037,2.92,4.6,6.72,8.84,D
58038,2.72,5.56,10.32,14.82,A
58039,3.22,6.72,13.72,20.48,A
58040,3.37,6.87,13.47,19.99,A
58041,1.75,3.5,7.0,13.72,C
58042,3.6,6.89,11.93,14.66,A
58043,4.41,5.41,7.12,7.12,D
58045,3.9,7.78,13.68,13.68,C
58047,1.0,2.0,4.0,6.0,B
58048,3.15,6.65,13.63,19.23,A
58050,2.55,5.92,7.85,7.85,C
58051,3.25,6.86,14.1,21.43,A
58052,4.5,8.25,15.75,23.25,D
58054,3.5,7.04,13.94,19.17,A
58055,2.21,4.74,10.24,15.35,A
58056,3.45,6.68,13.23,19.23,A
58057,1.68,2.43,3.29,3.93,D
58058,2.07,2.07,2.07,2.07,D
58060,1.89,3.19,3.19,3.19,D
58061,3.27,6.17,6.17,6.17,D
58064,1.98,1.98,1.98,1.98,D
58065,3.64,7.23,13.9,18.14,B
58066,3.7,7.37,12.86,19.06,C
58067,1.5,3.0,6.0,9.0,A
58068,2.02,2.02,2.02,2.02,D
58069,3.16,6.44,12.99,19.55,A
58070,1.67,3.42,6.92,10.42,A
58071,3.65,7.07,12.89,16.82,B
58072,3.95,7.89,12.25,15.27,B
58074,4.05,6.95,10.73,14.51,D
58076,,,,,
58077,4.0,7.52,12.18,14.08,C
58078,3.13,3.98,5.23,6.28,D
58079,3.44,6.15,9.53,12.76,A
58080,2.66,5.25,9.89,13.72,A
58081,1.29,2.52,5.81,10.54,B
58082,3.84,7.56,14.84,22.76,B
58083,1.98,3.26,4.86,6.46,A
58084,3.14,5.53,9.67,14.01,B
58086,4.12,8.24,16.57,23.77,B
58087,2.83,5.21,9.56,13.35,A
58091,3.29,3.74,3.74,3.74,D
58092,3.5,7.0,14.0,19.85,
58094,,,,,
58096,5.0,10.0,19.26,28.34,C
58097,3.39,7.07,13.77,19.68,C
58098,4.46,7.98,11.69,11.69,C
58099,3.58,7.32,14.71,21.61,B
58100,3.8,7.36,9.98,9.98,C
58101,1.47,2.16,3.36,6.9,A
58102,3.64,6.51,9.4,9.4,D
58103,3.42,5.4,7.47,7.47,C
58104,3.39,5.0,5.0,5.0,D
58106,4.0,7.75,15.25,22.75,C
58112,2.25,4.5,6.55,8.55,
58115,3.55,6.35,7.94,7.94,D
58116,,,,,D
58117,3.05,6.41,13.13,19.86,B
58118,2.0,4.0,8.0,11.54,C
58119,1.75,3.5,7.0,9.81,A
58120,2.0,4.0,7.12,7.12,C
58121,1.75,3.5,7.0,10.5,A
58122,4.15,8.9,18.4,27.36,C
58123,3.9,7.9,15.9,23.9,C
58124,4.0,8.0,15.56,23.06,C
58125,1.13,1.77,4.25,6.81,D
58126,3.7,7.7,10.66,12.02,C
58127,2.16,4.16,8.84,13.84,C
58128,2.16,4.16,8.84,13.84,C
58129,3.33,5.93,10.58,15.03,D
58130,3.75,7.64,15.96,23.46,C
58131,3.0,4.56,6.28,8.28,D
58132,2.32,4.32,5.44,5.44,C
58133,2.32,4.32,5.44,5.44,C
58134,2.5,3.3,3.3,3.3,D
58135,2.5,3.3,3.3,3.3,D
58136,2.5,3.3,3.3,3.3,D
58137,1.75,2.17,2.17,2.17,D
58138,1.75,2.17,2.17,2.17,D
58139,1.75,2.17,2.17,2.17,D
58140,2.44,3.81,4.57,5.63,D
58141,2.25,4.5,11.59,17.44,C
58142,2.1,3.1,5.82,13.82,C
58143,2.6,4.43,8.62,16.62,C
58144,3.97,6.5,10.82,16.82,D
58145,2.25,4.5,9.0,13.5,A
58146,3.54,7.09,14.18,21.26,C
58147,2.25,2.97,2.97,2.97,D
58148,2.25,2.97,2.97,2.97,D
58149,2.25,2.97,2.97,2.97,D
58150,2.5,5.26,8.98,13.06,A
58151,2.36,4.88,8.96,13.24,A
58152,2.71,5.63,11.46,17.3,A
58153,3.9,7.9,15.9,23.9,C
58154,2.19,4.44,8.94,13.44,A
58155,3.1,6.6,13.6,21.16,A
58156,1.6,1.9,1.9,1.9,D
58157,3.69,7.94,16.44,24.94,B
58158,2.85,6.35,12.37,20.87,B
58159,3.9,7.9,15.9,23.9,C
58160,3.87,7.87,15.56,24.9,C
58161,4.04,8.45,16.83,24.35,C
58162,4.02,7.37,13.44,19.85,D
58163,3.24,6.79,12.84,17.92,B
58164,3.13,6.56,13.29,19.85,C
58165,2.25,4.59,8.96,13.13,A
58166,2.0,4.0,7.82,10.82,A
58167,2.15,5.94,12.98,18.98,B
58168,3.75,7.5,15.0,22.5,C
58169,3.75,7.5,15.0,22.5,C
58170,3.9,7.9,15.9,23.9,C
58171,4.15,8.9,18.16,25.66,C
58172,2.11,4.61,9.61,14.61,A
58173,1.75,3.5,7.0,10.5,A
58174,2.0,3.28,3.28,3.28,D
58175,2.0,3.28,3.28,3.28,D
58176,2.0,3.28,3.28,3.28,D
58177,2.0,2.69,2.69,2.69,D
58178,2.0,2.69,2.69,2.69,D
58179,2.0,2.73,2.73,2.73,D
58180,1.25,2.64,4.68,4.68,C
58181,1.81,3.69,7.11,9.64,C
58182,0.55,1.3,2.8,4.3,C
